"value","count","year","county","Crop"
122,101192,2012,51087,"Developed/Low_Intensity"
123,37170,2012,51087,"Developed/Med_Intensity"
124,13937,2012,51087,"Developed/High_Intensity"
131,1143,2012,51087,"Barren"
141,179984,2012,51087,"Deciduous_Forest"
142,48153,2012,51087,"Evergreen_Forest"
143,5600,2012,51087,"Mixed_Forest"
152,24794,2012,51087,"Shrubland"
176,22690,2012,51087,"Grassland/Pasture"
190,49646,2012,51087,"Woody_Wetlands"
195,1377,2012,51087,"Herbaceous_Wetlands"
225,32,2012,51087,"Dbl_Crop_WinWht/Corn"
236,18,2012,51087,"Dbl_Crop_WinWht/Sorghum"
240,778,2012,51087,"Dbl_Crop_Soybeans/Oats"
254,2364,2012,51087,"Dbl_Crop_Barley/Soybeans"
1,2215,2012,51089,"Corn"
4,3,2012,51089,"Sorghum"
5,365,2012,51089,"Soybeans"
11,69,2012,51089,"Tobacco"
21,29,2012,51089,"Barley"
24,613,2012,51089,"Winter_Wheat"
26,85,2012,51089,"Dbl_Crop_WinWht/Soybeans"
27,3,2012,51089,"Rye"
28,81,2012,51089,"Oats"
29,2,2012,51089,"Millet"
36,41,2012,51089,"Alfalfa"
37,39829,2012,51089,"Other_Hay/Non_Alfalfa"
43,3,2012,51089,"Potatoes"
44,1,2012,51089,"Other_Crops"
61,3037,2012,51089,"Fallow/Idle_Cropland"
67,13,2012,51089,"Peaches"
68,2,2012,51089,"Apples"
111,6225,2012,51089,"Open_Water"
121,66318,2012,51089,"Developed/Open_Space"
122,25736,2012,51089,"Developed/Low_Intensity"
123,7062,2012,51089,"Developed/Med_Intensity"
124,3416,2012,51089,"Developed/High_Intensity"
131,213,2012,51089,"Barren"
141,704566,2012,51089,"Deciduous_Forest"
142,106183,2012,51089,"Evergreen_Forest"
143,8781,2012,51089,"Mixed_Forest"
152,5315,2012,51089,"Shrubland"
176,125777,2012,51089,"Grassland/Pasture"
190,20,2012,51089,"Woody_Wetlands"
195,13,2012,51089,"Herbaceous_Wetlands"
205,1,2012,51089,"Triticale"
216,8,2012,51089,"Peppers"
221,9,2012,51089,"Strawberries"
222,1,2012,51089,"Squash"
225,15,2012,51089,"Dbl_Crop_WinWht/Corn"
226,5,2012,51089,"Dbl_Crop_Oats/Corn"
237,14,2012,51089,"Dbl_Crop_Barley/Corn"
243,2,2012,51089,"Cabbage"
254,1,2012,51089,"Dbl_Crop_Barley/Soybeans"
1,925,2012,51091,"Corn"
4,2,2012,51091,"Sorghum"
5,50,2012,51091,"Soybeans"
21,1,2012,51091,"Barley"
24,22,2012,51091,"Winter_Wheat"
28,1,2012,51091,"Oats"
29,52,2012,51091,"Millet"
36,54,2012,51091,"Alfalfa"
37,10793,2012,51091,"Other_Hay/Non_Alfalfa"
47,3,2012,51091,"Misc_Vegs_&_Fruits"
61,22,2012,51091,"Fallow/Idle_Cropland"
68,1,2012,51091,"Apples"
70,1,2012,51091,"Christmas_Trees"
111,130,2012,51091,"Open_Water"
121,36015,2012,51091,"Developed/Open_Space"
122,528,2012,51091,"Developed/Low_Intensity"
123,222,2012,51091,"Developed/Med_Intensity"
124,16,2012,51091,"Developed/High_Intensity"
131,75,2012,51091,"Barren"
141,846015,2012,51091,"Deciduous_Forest"
142,61639,2012,51091,"Evergreen_Forest"
143,7628,2012,51091,"Mixed_Forest"
152,66,2012,51091,"Shrubland"
176,232515,2012,51091,"Grassland/Pasture"
190,7,2012,51091,"Woody_Wetlands"
254,12,2012,51091,"Dbl_Crop_Barley/Soybeans"
1,40582,2012,51093,"Corn"
2,60028,2012,51093,"Cotton"
4,200,2012,51093,"Sorghum"
5,70557,2012,51093,"Soybeans"
6,2,2012,51093,"Sunflower"
10,8729,2012,51093,"Peanuts"
11,5,2012,51093,"Tobacco"
24,184,2012,51093,"Winter_Wheat"
26,34759,2012,51093,"Dbl_Crop_WinWht/Soybeans"
29,15,2012,51093,"Millet"
36,2,2012,51093,"Alfalfa"
37,2878,2012,51093,"Other_Hay/Non_Alfalfa"
42,7,2012,51093,"Dry_Beans"
44,23,2012,51093,"Other_Crops"
48,26,2012,51093,"Watermelons"
59,8,2012,51093,"Sod/Grass_Seed"
61,145,2012,51093,"Fallow/Idle_Cropland"
69,4,2012,51093,"Grapes"
111,9687,2012,51093,"Open_Water"
121,60738,2012,51093,"Developed/Open_Space"
122,9679,2012,51093,"Developed/Low_Intensity"
123,3428,2012,51093,"Developed/Med_Intensity"
124,1168,2012,51093,"Developed/High_Intensity"
131,576,2012,51093,"Barren"
141,115286,2012,51093,"Deciduous_Forest"
142,200050,2012,51093,"Evergreen_Forest"
143,18421,2012,51093,"Mixed_Forest"
152,42120,2012,51093,"Shrubland"
176,60748,2012,51093,"Grassland/Pasture"
190,158792,2012,51093,"Woody_Wetlands"
195,23145,2012,51093,"Herbaceous_Wetlands"
205,1,2012,51093,"Triticale"
240,53,2012,51093,"Dbl_Crop_Soybeans/Oats"
241,2,2012,51093,"Dbl_Crop_Corn/Soybeans"
254,11,2012,51093,"Dbl_Crop_Barley/Soybeans"
1,9392,2012,51095,"Corn"
2,37,2012,51095,"Cotton"
5,2985,2012,51095,"Soybeans"
6,2,2012,51095,"Sunflower"
10,1,2012,51095,"Peanuts"
11,1,2012,51095,"Tobacco"
24,18,2012,51095,"Winter_Wheat"
26,3343,2012,51095,"Dbl_Crop_WinWht/Soybeans"
29,27,2012,51095,"Millet"
36,2,2012,51095,"Alfalfa"
37,1600,2012,51095,"Other_Hay/Non_Alfalfa"
42,19,2012,51095,"Dry_Beans"
43,3,2012,51095,"Potatoes"
44,2,2012,51095,"Other_Crops"
46,5,2012,51095,"Sweet_Potatoes"
54,2,2012,51095,"Tomatoes"
59,13,2012,51095,"Sod/Grass_Seed"
61,125,2012,51095,"Fallow/Idle_Cropland"
69,66,2012,51095,"Grapes"
111,22678,2012,51095,"Open_Water"
121,52134,2012,51095,"Developed/Open_Space"
122,22482,2012,51095,"Developed/Low_Intensity"
123,6515,2012,51095,"Developed/Med_Intensity"
124,2225,2012,51095,"Developed/High_Intensity"
131,502,2012,51095,"Barren"
141,122722,2012,51095,"Deciduous_Forest"
142,45209,2012,51095,"Evergreen_Forest"
143,24414,2012,51095,"Mixed_Forest"
152,11191,2012,51095,"Shrubland"
176,14831,2012,51095,"Grassland/Pasture"
190,63161,2012,51095,"Woody_Wetlands"
195,26005,2012,51095,"Herbaceous_Wetlands"
205,2,2012,51095,"Triticale"
225,1,2012,51095,"Dbl_Crop_WinWht/Corn"
226,1,2012,51095,"Dbl_Crop_Oats/Corn"
240,2,2012,51095,"Dbl_Crop_Soybeans/Oats"
254,8,2012,51095,"Dbl_Crop_Barley/Soybeans"
1,61567,2012,51097,"Corn"
2,814,2012,51097,"Cotton"
5,35228,2012,51097,"Soybeans"
6,2,2012,51097,"Sunflower"
21,1,2012,51097,"Barley"
24,97,2012,51097,"Winter_Wheat"
26,31781,2012,51097,"Dbl_Crop_WinWht/Soybeans"
28,6,2012,51097,"Oats"
29,6,2012,51097,"Millet"
36,4,2012,51097,"Alfalfa"
37,3731,2012,51097,"Other_Hay/Non_Alfalfa"
42,13,2012,51097,"Dry_Beans"
44,112,2012,51097,"Other_Crops"
61,1048,2012,51097,"Fallow/Idle_Cropland"
69,1,2012,51097,"Grapes"
111,14254,2012,51097,"Open_Water"
121,27972,2012,51097,"Developed/Open_Space"
122,2714,2012,51097,"Developed/Low_Intensity"
123,535,2012,51097,"Developed/Med_Intensity"
124,51,2012,51097,"Developed/High_Intensity"
131,690,2012,51097,"Barren"
141,252307,2012,51097,"Deciduous_Forest"
142,289357,2012,51097,"Evergreen_Forest"
143,29210,2012,51097,"Mixed_Forest"
152,53053,2012,51097,"Shrubland"
176,23153,2012,51097,"Grassland/Pasture"
190,74799,2012,51097,"Woody_Wetlands"
195,16828,2012,51097,"Herbaceous_Wetlands"
226,2,2012,51097,"Dbl_Crop_Oats/Corn"
240,3,2012,51097,"Dbl_Crop_Soybeans/Oats"
254,3818,2012,51097,"Dbl_Crop_Barley/Soybeans"
1,17607,2012,51099,"Corn"
4,12,2012,51099,"Sorghum"
5,14968,2012,51099,"Soybeans"
21,2,2012,51099,"Barley"
24,423,2012,51099,"Winter_Wheat"
26,3940,2012,51099,"Dbl_Crop_WinWht/Soybeans"
28,88,2012,51099,"Oats"
29,5,2012,51099,"Millet"
36,33,2012,51099,"Alfalfa"
37,19101,2012,51099,"Other_Hay/Non_Alfalfa"
44,3,2012,51099,"Other_Crops"
59,9,2012,51099,"Sod/Grass_Seed"
61,3573,2012,51099,"Fallow/Idle_Cropland"
111,20957,2012,51099,"Open_Water"
121,34292,2012,51099,"Developed/Open_Space"
122,7009,2012,51099,"Developed/Low_Intensity"
123,2609,2012,51099,"Developed/Med_Intensity"
124,626,2012,51099,"Developed/High_Intensity"
131,1431,2012,51099,"Barren"
141,277791,2012,51099,"Deciduous_Forest"
142,25101,2012,51099,"Evergreen_Forest"
143,5276,2012,51099,"Mixed_Forest"
152,21166,2012,51099,"Shrubland"
176,29638,2012,51099,"Grassland/Pasture"
190,40808,2012,51099,"Woody_Wetlands"
195,4650,2012,51099,"Herbaceous_Wetlands"
225,4,2012,51099,"Dbl_Crop_WinWht/Corn"
235,12,2012,51099,"Dbl_Crop_Barley/Sorghum"
236,1,2012,51099,"Dbl_Crop_WinWht/Sorghum"
237,10,2012,51099,"Dbl_Crop_Barley/Corn"
240,22,2012,51099,"Dbl_Crop_Soybeans/Oats"
254,1676,2012,51099,"Dbl_Crop_Barley/Soybeans"
1,57325,2012,51101,"Corn"
2,1039,2012,51101,"Cotton"
4,6,2012,51101,"Sorghum"
5,37094,2012,51101,"Soybeans"
6,1,2012,51101,"Sunflower"
12,7,2012,51101,"Sweet_Corn"
24,334,2012,51101,"Winter_Wheat"
26,39574,2012,51101,"Dbl_Crop_WinWht/Soybeans"
28,4,2012,51101,"Oats"
29,35,2012,51101,"Millet"
36,59,2012,51101,"Alfalfa"
37,5675,2012,51101,"Other_Hay/Non_Alfalfa"
42,2,2012,51101,"Dry_Beans"
44,137,2012,51101,"Other_Crops"
46,2,2012,51101,"Sweet_Potatoes"
58,1,2012,51101,"Clover/Wildflowers"
59,51,2012,51101,"Sod/Grass_Seed"
61,1137,2012,51101,"Fallow/Idle_Cropland"
111,30303,2012,51101,"Open_Water"
121,28232,2012,51101,"Developed/Open_Space"
122,3187,2012,51101,"Developed/Low_Intensity"
123,1056,2012,51101,"Developed/Med_Intensity"
124,488,2012,51101,"Developed/High_Intensity"
131,799,2012,51101,"Barren"
141,286254,2012,51101,"Deciduous_Forest"
142,136977,2012,51101,"Evergreen_Forest"
143,17942,2012,51101,"Mixed_Forest"
152,42476,2012,51101,"Shrubland"
176,27552,2012,51101,"Grassland/Pasture"
190,79049,2012,51101,"Woody_Wetlands"
195,22463,2012,51101,"Herbaceous_Wetlands"
225,15,2012,51101,"Dbl_Crop_WinWht/Corn"
226,1,2012,51101,"Dbl_Crop_Oats/Corn"
237,1,2012,51101,"Dbl_Crop_Barley/Corn"
240,13,2012,51101,"Dbl_Crop_Soybeans/Oats"
254,1938,2012,51101,"Dbl_Crop_Barley/Soybeans"
1,27753,2012,51103,"Corn"
2,2,2012,51103,"Cotton"
5,14453,2012,51103,"Soybeans"
10,1,2012,51103,"Peanuts"
12,1,2012,51103,"Sweet_Corn"
24,36,2012,51103,"Winter_Wheat"
26,20710,2012,51103,"Dbl_Crop_WinWht/Soybeans"
28,2,2012,51103,"Oats"
29,35,2012,51103,"Millet"
36,3,2012,51103,"Alfalfa"
37,2731,2012,51103,"Other_Hay/Non_Alfalfa"
42,2,2012,51103,"Dry_Beans"
43,40,2012,51103,"Potatoes"
44,4,2012,51103,"Other_Crops"
54,9,2012,51103,"Tomatoes"
58,1,2012,51103,"Clover/Wildflowers"
59,8,2012,51103,"Sod/Grass_Seed"
61,1632,2012,51103,"Fallow/Idle_Cropland"
69,4,2012,51103,"Grapes"
111,11877,2012,51103,"Open_Water"
121,27055,2012,51103,"Developed/Open_Space"
122,2892,2012,51103,"Developed/Low_Intensity"
123,933,2012,51103,"Developed/Med_Intensity"
124,297,2012,51103,"Developed/High_Intensity"
131,412,2012,51103,"Barren"
141,74679,2012,51103,"Deciduous_Forest"
142,100864,2012,51103,"Evergreen_Forest"
143,28590,2012,51103,"Mixed_Forest"
152,12234,2012,51103,"Shrubland"
176,11630,2012,51103,"Grassland/Pasture"
190,43006,2012,51103,"Woody_Wetlands"
195,6782,2012,51103,"Herbaceous_Wetlands"
225,1,2012,51103,"Dbl_Crop_WinWht/Corn"
226,1,2012,51103,"Dbl_Crop_Oats/Corn"
240,26,2012,51103,"Dbl_Crop_Soybeans/Oats"
254,2064,2012,51103,"Dbl_Crop_Barley/Soybeans"
1,1484,2012,51105,"Corn"
5,30,2012,51105,"Soybeans"
11,600,2012,51105,"Tobacco"
36,288,2012,51105,"Alfalfa"
37,46616,2012,51105,"Other_Hay/Non_Alfalfa"
61,1211,2012,51105,"Fallow/Idle_Cropland"
111,1587,2012,51105,"Open_Water"
121,60537,2012,51105,"Developed/Open_Space"
122,18880,2012,51105,"Developed/Low_Intensity"
123,4130,2012,51105,"Developed/Med_Intensity"
124,491,2012,51105,"Developed/High_Intensity"
131,4321,2012,51105,"Barren"
141,753802,2012,51105,"Deciduous_Forest"
142,6544,2012,51105,"Evergreen_Forest"
143,30592,2012,51105,"Mixed_Forest"
152,47,2012,51105,"Shrubland"
176,327157,2012,51105,"Grassland/Pasture"
190,1,2012,51105,"Woody_Wetlands"
1,43182,2012,51107,"Corn"
4,291,2012,51107,"Sorghum"
5,16646,2012,51107,"Soybeans"
21,266,2012,51107,"Barley"
24,8199,2012,51107,"Winter_Wheat"
26,2483,2012,51107,"Dbl_Crop_WinWht/Soybeans"
27,78,2012,51107,"Rye"
28,119,2012,51107,"Oats"
29,45,2012,51107,"Millet"
36,618,2012,51107,"Alfalfa"
37,247865,2012,51107,"Other_Hay/Non_Alfalfa"
44,133,2012,51107,"Other_Crops"
47,4,2012,51107,"Misc_Vegs_&_Fruits"
59,2704,2012,51107,"Sod/Grass_Seed"
61,10462,2012,51107,"Fallow/Idle_Cropland"
67,3,2012,51107,"Peaches"
68,256,2012,51107,"Apples"
69,1,2012,51107,"Grapes"
71,1,2012,51107,"Other_Tree_Crops"
111,9082,2012,51107,"Open_Water"
121,149258,2012,51107,"Developed/Open_Space"
122,93803,2012,51107,"Developed/Low_Intensity"
123,46320,2012,51107,"Developed/Med_Intensity"
124,11470,2012,51107,"Developed/High_Intensity"
131,2023,2012,51107,"Barren"
141,546307,2012,51107,"Deciduous_Forest"
142,29517,2012,51107,"Evergreen_Forest"
143,1553,2012,51107,"Mixed_Forest"
152,3997,2012,51107,"Shrubland"
176,267368,2012,51107,"Grassland/Pasture"
190,4880,2012,51107,"Woody_Wetlands"
195,142,2012,51107,"Herbaceous_Wetlands"
219,22,2012,51107,"Greens"
225,37,2012,51107,"Dbl_Crop_WinWht/Corn"
235,87,2012,51107,"Dbl_Crop_Barley/Sorghum"
236,36,2012,51107,"Dbl_Crop_WinWht/Sorghum"
237,42,2012,51107,"Dbl_Crop_Barley/Corn"
240,3,2012,51107,"Dbl_Crop_Soybeans/Oats"
254,674,2012,51107,"Dbl_Crop_Barley/Soybeans"
1,20824,2012,51109,"Corn"
2,1,2012,51109,"Cotton"
4,65,2012,51109,"Sorghum"
5,13393,2012,51109,"Soybeans"
21,8,2012,51109,"Barley"
24,485,2012,51109,"Winter_Wheat"
26,4544,2012,51109,"Dbl_Crop_WinWht/Soybeans"
28,2,2012,51109,"Oats"
29,40,2012,51109,"Millet"
36,105,2012,51109,"Alfalfa"
37,72376,2012,51109,"Other_Hay/Non_Alfalfa"
44,2,2012,51109,"Other_Crops"
46,5,2012,51109,"Sweet_Potatoes"
58,56,2012,51109,"Clover/Wildflowers"
59,23,2012,51109,"Sod/Grass_Seed"
61,4428,2012,51109,"Fallow/Idle_Cropland"
69,20,2012,51109,"Grapes"
111,39909,2012,51109,"Open_Water"
121,66643,2012,51109,"Developed/Open_Space"
122,6725,2012,51109,"Developed/Low_Intensity"
123,2166,2012,51109,"Developed/Med_Intensity"
124,694,2012,51109,"Developed/High_Intensity"
131,515,2012,51109,"Barren"
141,807033,2012,51109,"Deciduous_Forest"
142,190630,2012,51109,"Evergreen_Forest"
143,5235,2012,51109,"Mixed_Forest"
152,67543,2012,51109,"Shrubland"
176,147960,2012,51109,"Grassland/Pasture"
190,17027,2012,51109,"Woody_Wetlands"
195,257,2012,51109,"Herbaceous_Wetlands"
224,66,2012,51109,"Vetch"
225,28,2012,51109,"Dbl_Crop_WinWht/Corn"
235,3,2012,51109,"Dbl_Crop_Barley/Sorghum"
236,12,2012,51109,"Dbl_Crop_WinWht/Sorghum"
237,23,2012,51109,"Dbl_Crop_Barley/Corn"
240,1,2012,51109,"Dbl_Crop_Soybeans/Oats"
254,1412,2012,51109,"Dbl_Crop_Barley/Soybeans"
1,2724,2012,51111,"Corn"
2,130,2012,51111,"Cotton"
4,39,2012,51111,"Sorghum"
5,20239,2012,51111,"Soybeans"
10,1,2012,51111,"Peanuts"
11,786,2012,51111,"Tobacco"
21,12,2012,51111,"Barley"
24,1633,2012,51111,"Winter_Wheat"
26,6368,2012,51111,"Dbl_Crop_WinWht/Soybeans"
27,1,2012,51111,"Rye"
28,125,2012,51111,"Oats"
36,10,2012,51111,"Alfalfa"
37,50700,2012,51111,"Other_Hay/Non_Alfalfa"
58,1,2012,51111,"Clover/Wildflowers"
59,2,2012,51111,"Sod/Grass_Seed"
61,1400,2012,51111,"Fallow/Idle_Cropland"
111,3470,2012,51111,"Open_Water"
121,33553,2012,51111,"Developed/Open_Space"
122,3907,2012,51111,"Developed/Low_Intensity"
123,759,2012,51111,"Developed/Med_Intensity"
124,248,2012,51111,"Developed/High_Intensity"
131,2558,2012,51111,"Barren"
141,634674,2012,51111,"Deciduous_Forest"
142,263290,2012,51111,"Evergreen_Forest"
143,20666,2012,51111,"Mixed_Forest"
152,25585,2012,51111,"Shrubland"
176,162223,2012,51111,"Grassland/Pasture"
190,8810,2012,51111,"Woody_Wetlands"
195,49,2012,51111,"Herbaceous_Wetlands"
225,11,2012,51111,"Dbl_Crop_WinWht/Corn"
236,7,2012,51111,"Dbl_Crop_WinWht/Sorghum"
237,113,2012,51111,"Dbl_Crop_Barley/Corn"
240,28,2012,51111,"Dbl_Crop_Soybeans/Oats"
254,55,2012,51111,"Dbl_Crop_Barley/Soybeans"
1,32118,2012,51113,"Corn"
4,10,2012,51113,"Sorghum"
5,21469,2012,51113,"Soybeans"
12,1,2012,51113,"Sweet_Corn"
21,8,2012,51113,"Barley"
24,134,2012,51113,"Winter_Wheat"
26,2510,2012,51113,"Dbl_Crop_WinWht/Soybeans"
28,2,2012,51113,"Oats"
36,315,2012,51113,"Alfalfa"
37,35401,2012,51113,"Other_Hay/Non_Alfalfa"
44,1,2012,51113,"Other_Crops"
58,2,2012,51113,"Clover/Wildflowers"
59,8,2012,51113,"Sod/Grass_Seed"
61,2140,2012,51113,"Fallow/Idle_Cropland"
67,1,2012,51113,"Peaches"
68,3,2012,51113,"Apples"
69,8,2012,51113,"Grapes"
111,1689,2012,51113,"Open_Water"
121,39972,2012,51113,"Developed/Open_Space"
122,5107,2012,51113,"Developed/Low_Intensity"
123,856,2012,51113,"Developed/Med_Intensity"
124,166,2012,51113,"Developed/High_Intensity"
131,8,2012,51113,"Barren"
141,525713,2012,51113,"Deciduous_Forest"
142,23621,2012,51113,"Evergreen_Forest"
143,18215,2012,51113,"Mixed_Forest"
152,158,2012,51113,"Shrubland"
176,214493,2012,51113,"Grassland/Pasture"
190,327,2012,51113,"Woody_Wetlands"
195,20,2012,51113,"Herbaceous_Wetlands"
224,8,2012,51113,"Vetch"
225,34,2012,51113,"Dbl_Crop_WinWht/Corn"
229,21,2012,51113,"Pumpkins"
235,5,2012,51113,"Dbl_Crop_Barley/Sorghum"
236,14,2012,51113,"Dbl_Crop_WinWht/Sorghum"
237,23,2012,51113,"Dbl_Crop_Barley/Corn"
254,1341,2012,51113,"Dbl_Crop_Barley/Soybeans"
1,6590,2012,51115,"Corn"
2,4,2012,51115,"Cotton"
4,2,2012,51115,"Sorghum"
5,10060,2012,51115,"Soybeans"
24,10,2012,51115,"Winter_Wheat"
26,1461,2012,51115,"Dbl_Crop_WinWht/Soybeans"
29,1,2012,51115,"Millet"
37,2719,2012,51115,"Other_Hay/Non_Alfalfa"
43,79,2012,51115,"Potatoes"
44,3,2012,51115,"Other_Crops"
54,42,2012,51115,"Tomatoes"
58,3,2012,51115,"Clover/Wildflowers"
59,4,2012,51115,"Sod/Grass_Seed"
61,524,2012,51115,"Fallow/Idle_Cropland"
69,1,2012,51115,"Grapes"
111,11589,2012,51115,"Open_Water"
121,15328,2012,51115,"Developed/Open_Space"
122,1793,2012,51115,"Developed/Low_Intensity"
123,411,2012,51115,"Developed/Med_Intensity"
124,70,2012,51115,"Developed/High_Intensity"
131,600,2012,51115,"Barren"
141,11199,2012,51115,"Deciduous_Forest"
142,68019,2012,51115,"Evergreen_Forest"
143,2885,2012,51115,"Mixed_Forest"
152,10959,2012,51115,"Shrubland"
176,8389,2012,51115,"Grassland/Pasture"
190,82935,2012,51115,"Woody_Wetlands"
195,16898,2012,51115,"Herbaceous_Wetlands"
237,1,2012,51115,"Dbl_Crop_Barley/Corn"
240,1,2012,51115,"Dbl_Crop_Soybeans/Oats"
254,4,2012,51115,"Dbl_Crop_Barley/Soybeans"
1,2110,2012,51117,"Corn"
2,1,2012,51117,"Cotton"
4,23,2012,51117,"Sorghum"
5,64508,2012,51117,"Soybeans"
10,2,2012,51117,"Peanuts"
11,3380,2012,51117,"Tobacco"
21,15,2012,51117,"Barley"
24,5798,2012,51117,"Winter_Wheat"
26,17849,2012,51117,"Dbl_Crop_WinWht/Soybeans"
27,1,2012,51117,"Rye"
28,254,2012,51117,"Oats"
36,33,2012,51117,"Alfalfa"
37,77747,2012,51117,"Other_Hay/Non_Alfalfa"
59,87,2012,51117,"Sod/Grass_Seed"
61,3738,2012,51117,"Fallow/Idle_Cropland"
69,2,2012,51117,"Grapes"
111,159254,2012,51117,"Open_Water"
121,69160,2012,51117,"Developed/Open_Space"
122,13638,2012,51117,"Developed/Low_Intensity"
123,3728,2012,51117,"Developed/Med_Intensity"
124,1435,2012,51117,"Developed/High_Intensity"
131,2395,2012,51117,"Barren"
141,795264,2012,51117,"Deciduous_Forest"
142,343058,2012,51117,"Evergreen_Forest"
143,43726,2012,51117,"Mixed_Forest"
152,25461,2012,51117,"Shrubland"
176,314822,2012,51117,"Grassland/Pasture"
190,6701,2012,51117,"Woody_Wetlands"
195,110,2012,51117,"Herbaceous_Wetlands"
224,4,2012,51117,"Vetch"
225,26,2012,51117,"Dbl_Crop_WinWht/Corn"
229,1,2012,51117,"Pumpkins"
235,8,2012,51117,"Dbl_Crop_Barley/Sorghum"
236,16,2012,51117,"Dbl_Crop_WinWht/Sorghum"
237,112,2012,51117,"Dbl_Crop_Barley/Corn"
240,367,2012,51117,"Dbl_Crop_Soybeans/Oats"
254,5,2012,51117,"Dbl_Crop_Barley/Soybeans"
1,25913,2012,51119,"Corn"
2,7,2012,51119,"Cotton"
5,17655,2012,51119,"Soybeans"
12,3,2012,51119,"Sweet_Corn"
24,17,2012,51119,"Winter_Wheat"
26,19310,2012,51119,"Dbl_Crop_WinWht/Soybeans"
29,32,2012,51119,"Millet"
37,3791,2012,51119,"Other_Hay/Non_Alfalfa"
43,18,2012,51119,"Potatoes"
44,3,2012,51119,"Other_Crops"
54,3,2012,51119,"Tomatoes"
58,2,2012,51119,"Clover/Wildflowers"
59,2,2012,51119,"Sod/Grass_Seed"
61,14289,2012,51119,"Fallow/Idle_Cropland"
69,1,2012,51119,"Grapes"
111,12180,2012,51119,"Open_Water"
121,19998,2012,51119,"Developed/Open_Space"
122,3754,2012,51119,"Developed/Low_Intensity"
123,977,2012,51119,"Developed/Med_Intensity"
124,185,2012,51119,"Developed/High_Intensity"
131,289,2012,51119,"Barren"
141,80552,2012,51119,"Deciduous_Forest"
142,74318,2012,51119,"Evergreen_Forest"
143,20642,2012,51119,"Mixed_Forest"
152,18573,2012,51119,"Shrubland"
176,16165,2012,51119,"Grassland/Pasture"
190,49690,2012,51119,"Woody_Wetlands"
195,5938,2012,51119,"Herbaceous_Wetlands"
225,1,2012,51119,"Dbl_Crop_WinWht/Corn"
226,3,2012,51119,"Dbl_Crop_Oats/Corn"
237,1,2012,51119,"Dbl_Crop_Barley/Corn"
240,135,2012,51119,"Dbl_Crop_Soybeans/Oats"
254,1678,2012,51119,"Dbl_Crop_Barley/Soybeans"
1,11574,2012,51121,"Corn"
4,45,2012,51121,"Sorghum"
5,162,2012,51121,"Soybeans"
11,1,2012,51121,"Tobacco"
21,15,2012,51121,"Barley"
24,570,2012,51121,"Winter_Wheat"
26,22,2012,51121,"Dbl_Crop_WinWht/Soybeans"
27,4,2012,51121,"Rye"
28,28,2012,51121,"Oats"
36,6466,2012,51121,"Alfalfa"
37,44804,2012,51121,"Other_Hay/Non_Alfalfa"
43,8,2012,51121,"Potatoes"
44,41,2012,51121,"Other_Crops"
61,1849,2012,51121,"Fallow/Idle_Cropland"
67,2,2012,51121,"Peaches"
68,18,2012,51121,"Apples"
70,62,2012,51121,"Christmas_Trees"
111,3373,2012,51121,"Open_Water"
121,64624,2012,51121,"Developed/Open_Space"
122,58522,2012,51121,"Developed/Low_Intensity"
123,18690,2012,51121,"Developed/Med_Intensity"
124,5139,2012,51121,"Developed/High_Intensity"
131,154,2012,51121,"Barren"
141,694855,2012,51121,"Deciduous_Forest"
142,19749,2012,51121,"Evergreen_Forest"
143,1879,2012,51121,"Mixed_Forest"
152,89,2012,51121,"Shrubland"
176,187481,2012,51121,"Grassland/Pasture"
190,2,2012,51121,"Woody_Wetlands"
205,4,2012,51121,"Triticale"
216,1,2012,51121,"Peppers"
219,1,2012,51121,"Greens"
221,5,2012,51121,"Strawberries"
222,7,2012,51121,"Squash"
225,96,2012,51121,"Dbl_Crop_WinWht/Corn"
226,116,2012,51121,"Dbl_Crop_Oats/Corn"
229,158,2012,51121,"Pumpkins"
237,1,2012,51121,"Dbl_Crop_Barley/Corn"
243,1,2012,51121,"Cabbage"
254,2,2012,51121,"Dbl_Crop_Barley/Soybeans"
1,75379,2013,51057,"Corn"
2,109,2013,51057,"Cotton"
4,511,2013,51057,"Sorghum"
5,27663,2013,51057,"Soybeans"
10,2,2013,51057,"Peanuts"
12,1,2013,51057,"Sweet_Corn"
24,27,2013,51057,"Winter_Wheat"
26,52403,2013,51057,"Dbl_Crop_WinWht/Soybeans"
29,252,2013,51057,"Millet"
36,62,2013,51057,"Alfalfa"
37,8933,2013,51057,"Other_Hay/Non_Alfalfa"
43,4,2013,51057,"Potatoes"
44,11,2013,51057,"Other_Crops"
59,21,2013,51057,"Sod/Grass_Seed"
61,512,2013,51057,"Fallow/Idle_Cropland"
111,41124,2013,51057,"Open_Water"
121,23844,2013,51057,"Developed/Open_Space"
122,4538,2013,51057,"Developed/Low_Intensity"
123,1321,2013,51057,"Developed/Med_Intensity"
124,431,2013,51057,"Developed/High_Intensity"
131,102,2013,51057,"Barren"
141,227141,2013,51057,"Deciduous_Forest"
142,155269,2013,51057,"Evergreen_Forest"
143,22861,2013,51057,"Mixed_Forest"
152,32268,2013,51057,"Shrubland"
176,11114,2013,51057,"Grassland/Pasture"
190,62799,2013,51057,"Woody_Wetlands"
195,20496,2013,51057,"Herbaceous_Wetlands"
222,1,2013,51057,"Squash"
225,1,2013,51057,"Dbl_Crop_WinWht/Corn"
236,7,2013,51057,"Dbl_Crop_WinWht/Sorghum"
